MONSTER_IDENTIFICATIE;MEETPUNT_IDENTIFICATIE;LOCATIE_CODE;TYPERING_OMSCHRIJVING;TYPERING_CODE;GROOTHEID_OMSCHRIJVING;GROOTHEID_ CODE;PARAMETER_OMSCHRIJVING;PARAMETER_ CODE;CAS_NR;EENHEID_CODE;HOEDANIGHEID_OMSCHRIJVING;HOEDANIGHEID_CODE;COMPARTIMENT_OMSCHRIJVING;COMPARTIMENT_CODE;WAARDEBEWERKINGSMETHODE_OMSCHRIJVING;WAARDEBEWERKINGSMETHODE_CODE;WAARDEBEPALINGSMETHODE_OMSCHRIJVING;WAARDEBEPALINGSMETHODE_CODE;BEMONSTERINGSSOORT_OMSCHRIJVING;BEMONSTERINGSSOORT_CODE;WAARNEMINGDATUM;WAARNEMINGTIJD (MET/CET);LIMIETSYMBOOL;NUMERIEKEWAARDE;ALFANUMERIEKEWAARDE;KWALITEITSOORDEEL_CODE;REFERENTIE;NOTITIE_CODE;NOTITIE_OMSCHRIJVING;STATUSWAARDE;OPDRACHTGEVENDE_INSTANTIE;MEETAPPARAAT_OMSCHRIJVING;MEETAPPARAAT_CODE;BEMONSTERINGSAPPARAAT_OMSCHRIJVING;BEMONSTERINGSAPPARAAT_CODE;PLAATSBEPALINGSAPPARAAT_OMSCHRIJVING;PLAATSBEPALINGSAPPARAAT_CODE;BEMONSTERINGSHOOGTE;REFERENTIEVLAK;EPSG;X;Y;ORGAAN_OMSCHRIJVING;ORGAAN_CODE;TAXON_NAME;GROEPERING_OMSCHRIJVING;GROEPERING_CODE;GROEPERING_KANAAL;GROEPERING_TYPE
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;06:20:00;;121;121;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;06:30:00;;121;121;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;06:40:00;;121;121;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;06:50:00;;123;123;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:00:00;;116;116;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:10:00;;112;112;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:20:00;;115;115;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:30:00;;119;119;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:40:00;;119;119;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;07:50:00;;121;121;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:00:00;;129;129;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:10:00;;133;133;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:20:00;;129;129;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:30:00;;126;126;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:40:00;;120;120;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;08:50:00;;119;119;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:00:00;;123;123;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:10:00;;115;115;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:20:00;;105;105;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:30:00;;106;106;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:40:00;;115;115;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;09:50:00;;118;118;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:00:00;;117;117;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:10:00;;114;114;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:20:00;;104;104;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:30:00;;106;106;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:40:00;;109;109;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;10:50:00;;106;106;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:00:00;;105;105;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:10:00;;104;104;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:20:00;;97;97;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:30:00;;93;93;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:40:00;;99;99;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;11:50:00;;97;97;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:00:00;;91;91;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:10:00;;999999999;999999999;;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:20:00;;999999999;999999999;;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:30:00;;83;83;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:40:00;;83;83;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;12:50:00;;83;83;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:00:00;;83;83;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:10:00;;85;85;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:20:00;;82;82;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:30:00;;78;78;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:40:00;;82;82;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;13:50:00;;81;81;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:00:00;;75;75;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:10:00;;73;73;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:20:00;;72;72;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:30:00;;73;73;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:40:00;;72;72;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;14:50:00;;70;70;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;15:00:00;;69;69;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;15:10:00;;70;70;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;15:20:00;;70;70;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;15:30:00;;69;69;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
;Eurogeul E13;EURGE13;;;Gem. hoogte van hoogste 1/3 deel v.d. golven (tijdsdomein);H1/3;;;;cm;;;Oppervlaktewater;OW;;;Freq/tijd analyse energie en richtingen, methode CIC/GLFPAR;other:F046;Steekbemonstering;SB;25-09-2023;15:40:00;;71;71;Normale waarde;;;;Ongecontroleerd;RIKZ_GOLVEN;Golfmeetboei;108;;;;;-999999999;NVT;25831;550488,856848901;5762316,17226552;;;;;;;
